Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
1293.54,232.94,278.86,62.71,642.35,44.26,66.46,136.47
377.56,106.67,64.65,75.65,54.56,5.27,0.0,70.38
1461.63,1585.35,810.43,423.26,882.29,179.21,3.91,98.45
261.27,81.48,104.73,31.31,193.71,45.85,0.0,122.95
1217.02,714.55,105.95,341.7,180.98,23.65,25.56,129.56
1223.43,364.64,251.19,135.02,647.64,32.39,143.87,158.48
646.67,77.01,280.4,55.43,166.62,28.75,108.63,114.87
1202.31,801.81,695.39,629.93,576.31,2.27,79.46,170.34
132.63,185.63,196.76,112.42,149.05,41.9,34.26,68.09
1325.81,487.37,473.87,711.04,256.35,31.88,50.75,224.58
192.18,55.28,19.11,44.14,33.37,4.55,41.18,9.58
1059.53,591.92,76.61,384.82,484.47,39.18,50.49,113.15
1487.37,2394.72,602.9,343.28,2344.48,236.99,478.16,1054.53
222.77,235.76,52.42,162.97,88.54,9.71,8.64,50.86
538.94,262.52,61.15,48.12,141.94,33.87,5.92,63.16
1249.44,359.63,443.74,148.7,541.24,43.19,56.43,98.69
682.67,468.82,81.89,104.65,729.42,47.39,0.0,54.78
1481.57,644.25,377.04,269.39,601.72,83.1,99.29,221.24
950.85,328.34,228.82,101.81,591.24,5.48,103.55,83.34
467.07,1050.44,150.0,349.43,206.31,12.77,0.0,123.27
3189.37,832.98,323.68,713.22,1128.38,79.72,273.09,167.31
1226.04,298.46,133.79,268.19,515.92,36.49,99.3,94.26
713.34,528.28,222.81,73.71,156.82,8.15,87.37,177.16
1083.62,474.13,312.64,386.78,777.09,93.49,26.64,125.57
3495.06,2142.22,435.26,1020.64,729.24,186.89,119.75,139.36
342.36,130.31,181.9,188.95,174.36,32.79,95.38,61.58
422.09,158.33,144.54,89.46,201.5,18.15,13.19,28.89
1763.32,689.95,459.67,722.93,379.58,13.86,315.73,208.11
355.01,221.58,194.97,231.03,351.92,5.5,77.4,227.21
174.17,39.98,9.45,47.75,48.04,5.21,16.06,16.6
877.14,833.87,403.88,244.06,778.42,107.95,96.9,163.14
593.16,212.67,75.82,89.85,229.56,0.9,71.38,92.18
871.87,405.55,134.22,85.63,624.2,32.63,0.0,141.83
624.42,443.26,193.0,345.63,857.97,75.11,0.0,85.59
553.77,253.31,125.48,189.11,646.48,48.58,49.04,37.21
1635.98,353.37,376.96,320.71,588.6,69.06,143.53,384.37
366.31,186.39,188.24,232.54,297.57,19.64,68.69,83.04
428.72,683.73,320.69,151.17,532.07,41.3,3.08,164.68
528.62,283.27,163.66,243.9,209.98,42.72,56.69,108.54
1051.41,989.11,176.0,188.47,620.24,54.33,78.86,330.63
436.57,721.01,186.76,189.69,687.81,85.73,122.25,99.68
447.53,294.8,138.23,102.15,245.28,34.41,29.7,56.51
615.46,468.43,581.93,996.27,552.09,119.98,159.72,76.31
739.61,203.09,62.31,129.1,91.6,31.74,20.2,60.95
452.63,1274.58,176.47,496.66,665.58,86.73,0.0,260.83
265.41,833.5,521.58,352.97,716.44,26.92,0.0,81.03
4114.49,1255.36,990.55,538.81,734.14,117.9,551.32,450.19
833.58,319.94,139.13,81.03,366.34,59.9,61.71,33.24
357.13,188.55,149.16,86.51,55.0,34.34,34.74,107.98
981.11,102.27,88.13,232.15,526.95,52.57,85.2,100.7
466.48,105.63,152.67,140.77,450.47,8.16,51.06,48.69
731.98,1104.7,303.21,208.87,1039.85,50.94,156.48,162.28
250.25,80.16,47.36,48.88,104.22,8.15,0.0,53.57
409.71,184.43,38.0,62.71,124.59,20.07,16.54,74.74
283.35,141.49,148.21,83.78,93.48,5.73,0.99,14.45
795.83,934.19,247.32,319.77,845.22,18.82,140.39,429.96
4612.14,595.57,494.96,592.46,511.2,71.54,346.68,668.66
635.43,215.92,285.9,160.58,297.69,29.8,0.0,90.13
856.48,80.74,259.8,95.81,115.78,9.57,67.04,26.93
523.49,236.12,235.43,98.63,418.66,61.36,0.0,101.22
999.31,1263.09,315.9,269.61,373.21,31.88,286.3,214.16
386.26,53.28,43.98,52.47,73.26,4.7,17.81,22.74
1175.92,503.43,126.35,192.08,592.58,60.94,0.0,128.94
648.21,707.07,778.72,436.79,435.72,101.99,41.7,214.77
477.01,808.86,275.55,321.92,594.83,58.97,0.0,161.61
1141.83,119.19,79.31,119.42,187.35,26.93,13.66,185.13
955.62,712.18,410.18,511.9,311.29,63.61,4.57,255.19
135.93,53.15,8.12,27.78,31.72,0.9,6.08,5.33
1392.57,452.02,375.61,271.0,788.02,20.05,81.39,72.48
516.45,310.0,198.09,77.6,212.41,24.76,0.0,49.2
205.7,61.95,28.83,15.63,85.43,1.03,8.12,24.47
1740.67,357.99,231.63,100.1,153.99,32.27,10.68,271.0
1834.53,368.53,606.09,572.1,444.93,36.74,0.0,430.81
1079.6,576.0,161.42,333.89,147.16,39.62,49.7,57.24
1165.33,274.56,341.3,698.47,868.92,14.73,32.32,367.96
3398.89,917.58,1021.36,1383.9,1291.85,145.56,132.59,443.71
1868.27,412.61,612.54,724.39,1551.84,75.79,69.43,138.74
1929.66,1715.03,673.47,557.9,743.61,133.76,297.72,383.61
915.63,782.98,259.62,287.1,656.79,54.39,0.0,262.39
1306.14,663.64,241.84,257.74,421.44,1.24,0.0,266.82
235.96,35.93,37.55,62.4,62.03,8.95,32.88,20.58
285.33,263.32,233.6,236.81,254.89,38.52,46.86,114.27
117.08,176.71,170.8,104.51,122.82,12.97,6.67,50.1
5563.56,2015.79,1391.88,1276.12,3111.8,134.56,489.66,680.57
1085.96,215.72,194.1,220.69,565.75,22.84,78.95,180.2
800.59,628.44,131.8,359.53,77.67,64.99,111.48,260.91
996.0,595.29,220.64,443.44,438.59,16.97,97.89,76.31
284.8,385.35,180.69,267.95,233.74,52.28,58.83,170.16
2793.1,589.57,215.61,418.51,2131.92,140.53,0.0,426.47
173.85,219.21,91.15,113.1,119.37,15.69,41.02,92.47
1233.04,447.72,194.82,247.11,700.62,4.01,99.93,105.83
438.22,211.06,129.72,84.0,127.72,26.47,3.44,131.38
312.15,125.34,55.51,42.41,133.28,14.47,11.7,23.52
220.64,204.44,212.15,101.54,370.26,6.82,9.87,119.86
795.5,129.55,266.03,104.21,112.64,16.1,114.79,48.26
416.98,218.17,43.47,70.93,158.99,18.9,17.08,110.8
118.7,333.01,83.87,97.71,105.79,6.25,0.0,54.34
272.95,44.76,123.03,24.11,165.49,0.43,28.02,67.0
741.03,307.29,226.93,48.21,161.89,8.14,67.25,62.04
157.26,66.75,56.66,43.53,39.53,14.19,0.0,35.06
1932.58,266.47,420.92,701.06,391.33,77.15,156.3,68.01
697.98,297.51,54.02,323.82,468.94,19.13,80.72,229.96
151.39,150.35,14.81,120.78,104.28,8.45,7.09,24.7
186.28,87.67,194.44,124.0,447.02,34.85,31.81,53.45
517.13,198.12,223.01,120.32,184.38,2.05,60.46,46.12
1102.99,203.32,169.3,335.77,118.87,58.52,94.84,247.49
1167.61,752.33,670.05,678.17,1415.29,44.38,150.93,370.43
259.94,61.59,33.39,26.69,54.5,5.43,26.11,35.89
268.04,413.67,245.66,345.31,395.06,3.41,0.0,159.26
754.75,320.5,136.14,354.93,141.91,51.08,0.0,148.83
1614.1,815.58,243.58,276.96,1172.3,85.88,37.07,295.57
948.18,275.95,164.44,316.72,466.27,24.54,0.0,97.39
291.2,111.65,69.2,82.97,163.83,27.43,44.65,60.26
368.04,171.55,241.92,256.59,443.52,2.77,5.1,90.32
410.4,272.44,116.95,56.31,119.36,2.95,63.34,27.8
2420.92,233.1,260.8,343.9,634.78,91.32,211.16,157.77
290.32,183.78,201.63,38.11,97.54,0.46,0.0,51.23
5847.47,1896.19,1002.75,734.85,1585.83,146.98,11.77,300.93
172.35,183.17,261.43,146.59,179.2,43.99,50.85,46.55
96.2,284.67,115.05,116.29,81.32,10.13,23.79,21.52
261.45,75.55,46.46,77.33,69.88,2.47,0.0,37.86
250.02,38.71,83.95,36.5,81.09,4.95,0.0,45.1
73.42,59.68,46.36,111.17,95.42,17.42,0.0,50.31
324.39,110.54,372.07,55.48,672.72,47.57,143.49,58.52
813.87,448.76,127.64,196.46,306.48,5.94,60.1,180.42
111.86,46.97,122.53,40.08,73.24,8.55,0.0,37.27
1072.81,748.83,689.14,416.47,1087.33,63.57,15.33,289.35
489.45,345.05,82.86,106.42,145.75,26.78,28.67,49.07
204.84,446.98,132.83,134.05,292.66,4.28,46.02,104.42
3107.79,1899.69,280.22,880.19,1661.15,114.24,449.49,485.11
1193.12,713.39,196.37,526.29,624.17,63.39,54.41,119.16
536.17,102.05,113.15,88.84,215.55,2.76,48.48,58.64
107.64,183.33,132.66,84.73,134.26,31.82,46.89,18.34
30.37,86.76,46.28,72.03,43.89,9.99,0.0,9.17
391.01,208.32,85.55,110.12,314.32,13.66,41.9,24.72
413.1,173.07,178.39,251.99,279.87,37.35,0.0,93.45
347.31,76.4,80.62,141.68,105.87,4.52,46.69,70.69
967.37,198.56,283.02,292.44,279.41,28.42,88.67,214.84
218.47,198.67,62.2,265.11,120.33,22.52,110.57,79.63
999.84,265.14,99.44,75.71,325.07,44.42,0.0,110.23
494.24,129.18,77.62,169.33,329.8,30.67,0.0,80.51
641.4,366.45,117.55,207.23,81.97,45.44,92.03,295.57
1497.82,163.0,473.73,362.26,620.2,42.93,108.78,76.49
328.58,126.94,154.86,102.7,88.34,2.49,26.0,86.44
2832.01,265.21,699.54,553.48,400.86,151.22,44.4,400.16
335.82,375.32,90.49,231.4,135.32,28.72,126.64,26.71
526.34,383.78,245.95,233.57,184.39,0.46,0.0,51.88
1479.84,444.12,99.06,324.27,346.67,75.14,0.0,125.86
293.1,360.9,188.12,141.99,126.75,0.01,0.0,135.02
1287.2,907.61,297.69,410.05,341.03,8.73,0.0,108.79
1070.28,158.45,221.85,230.59,266.92,73.53,124.09,153.18
494.17,191.49,115.66,151.73,188.41,2.64,14.13,65.24
1183.99,246.11,148.58,174.08,426.22,7.77,36.74,91.21
392.17,30.69,91.16,72.36,175.21,10.05,3.66,69.92
968.18,221.13,77.75,226.58,282.59,0.8,0.0,36.39
1186.88,323.32,90.92,224.19,317.38,16.24,0.0,60.87
248.17,246.46,148.96,282.32,390.19,40.07,25.39,201.35
506.14,276.2,74.24,68.68,464.69,58.24,0.0,101.22
265.17,87.32,53.97,14.0,18.83,9.33,16.1,10.64
538.77,328.64,109.58,58.98,214.85,6.87,13.44,74.47
995.21,103.26,237.97,319.82,444.13,35.96,88.73,73.68
834.93,260.16,198.6,336.13,179.5,23.34,0.0,170.06
381.23,106.33,64.51,69.05,93.8,20.28,17.2,32.4
1950.29,1119.67,445.28,769.27,1062.85,9.31,18.98,62.71
373.72,250.21,103.49,107.36,254.37,31.6,0.0,60.52
1903.09,1030.15,376.78,195.37,1074.61,14.07,36.32,213.44
1491.92,149.49,283.21,184.33,508.03,2.44,0.0,28.4
332.06,270.47,52.39,42.78,210.13,14.84,53.34,68.62
1953.71,650.26,352.1,200.09,798.91,89.43,0.0,918.93
111.42,107.15,35.96,105.28,56.29,1.8,20.38,30.72
580.79,400.32,183.02,195.47,586.8,124.5,0.0,256.9
481.73,838.45,510.46,172.07,605.87,97.3,141.96,259.23
615.91,237.65,33.55,86.95,94.33,29.25,12.21,86.31
928.65,1136.84,687.27,818.21,1040.93,113.02,90.72,285.0
734.91,530.32,52.03,47.71,156.83,3.99,0.0,66.0
1397.98,343.51,480.87,165.03,389.27,13.86,77.33,139.11
394.71,497.17,443.11,438.64,617.0,59.25,11.19,111.74
509.15,556.71,44.12,174.79,304.02,9.33,78.5,71.94
1610.88,605.0,482.52,741.57,240.7,3.38,107.11,297.02
531.1,703.22,484.99,279.59,642.71,5.43,14.08,110.57
66.95,38.66,76.48,33.28,99.64,4.68,30.79,36.94
3097.73,1216.09,891.67,256.93,1616.3,54.29,0.0,304.15
245.1,32.09,86.05,26.96,72.26,8.16,16.42,10.42
2190.77,852.23,159.37,412.42,653.94,6.41,241.8,274.18
1273.98,982.28,464.58,802.85,820.64,4.21,0.0,367.05
212.7,57.17,68.67,119.51,211.73,6.37,0.0,20.78
887.23,100.13,25.73,48.86,243.56,15.43,14.91,42.82
337.94,118.82,111.95,145.67,84.22,2.63,16.48,59.88
176.66,187.44,342.97,207.5,149.99,2.36,98.0,119.4
804.72,76.88,128.37,149.09,141.69,9.4,50.52,189.75
2308.74,224.22,177.61,153.72,660.52,95.67,76.55,43.43
1437.79,855.9,760.84,220.45,1327.77,39.82,0.0,264.52
2634.44,1235.47,552.75,317.34,2091.2,46.46,191.89,515.34
326.92,89.41,213.24,110.21,226.73,14.16,66.42,34.85
183.28,349.98,126.51,40.62,208.07,0.65,41.88,63.48
322.19,39.87,20.25,13.51,35.12,4.02,14.39,21.83
106.96,215.51,121.87,81.98,59.03,26.28,46.67,80.61
1582.46,1127.05,262.97,551.83,625.58,19.23,0.0,214.78
915.89,2278.57,556.16,221.03,1339.14,114.12,376.63,810.55
91.43,151.87,82.8,48.39,118.26,1.51,5.72,35.53
615.07,105.19,136.58,101.17,71.99,0.48,0.0,134.87
280.76,208.97,134.91,373.38,335.96,42.25,56.86,127.02
259.51,359.51,305.9,99.34,333.22,13.11,21.73,60.11
224.07,115.75,184.1,78.07,104.66,25.5,0.03,24.14
1173.37,292.77,110.39,379.95,515.27,13.94,18.9,71.41
264.33,285.36,97.75,215.29,146.63,7.65,3.91,55.92
340.29,211.08,148.73,49.28,366.64,35.77,92.39,136.95
619.14,924.61,217.71,322.17,794.45,63.21,95.88,61.23
284.42,418.36,310.09,125.45,339.1,48.82,95.51,43.83
674.91,209.8,102.04,157.09,133.53,21.23,0.0,109.84
259.99,184.06,158.19,170.72,413.7,0.54,112.48,69.28
753.42,145.29,105.25,305.03,143.12,34.85,8.73,71.41
330.13,311.8,165.06,117.43,137.14,0.03,0.0,16.2
457.8,368.16,155.57,296.14,304.74,14.63,0.0,162.05
1720.4,590.36,221.04,325.37,441.08,14.37,155.87,693.46
652.7,755.91,241.07,224.17,244.8,26.91,4.74,131.07
460.93,353.39,31.67,108.74,238.24,42.81,64.5,155.26
1451.01,306.42,299.14,281.08,908.0,42.68,138.79,250.8
320.1,171.99,204.16,88.13,94.95,28.73,10.62,57.79
2662.24,838.1,450.59,614.44,600.62,57.54,282.11,149.88
419.79,321.76,203.72,360.66,257.07,38.57,94.48,75.53
679.03,315.99,354.8,267.89,267.11,3.87,46.66,38.27
1405.68,315.46,534.89,270.27,414.39,9.37,164.15,169.22
152.68,120.96,72.53,42.46,28.57,1.37,19.1,38.57
203.5,157.69,94.6,124.85,38.42,15.26,0.0,60.85
216.85,133.0,57.23,13.98,165.99,13.4,0.0,77.02
1006.75,259.94,135.75,255.69,370.96,45.03,56.12,210.17
2741.19,2194.85,311.2,525.85,1143.07,92.15,555.01,622.21
5380.12,1738.51,624.3,447.12,1728.28,52.65,26.75,725.16
505.17,862.94,299.92,199.3,878.02,40.54,117.32,257.42
981.03,280.01,448.91,213.12,173.34,69.85,125.25,40.38
65.97,44.45,74.3,31.77,46.87,1.58,0.0,20.18
734.89,78.79,249.95,54.83,213.64,13.94,58.01,45.02
379.15,147.04,148.86,105.8,117.59,3.58,26.37,73.77
283.15,141.31,102.02,76.43,86.88,16.05,0.0,76.16
162.22,158.6,110.8,201.7,183.97,6.53,54.5,101.18
275.49,205.41,70.86,137.25,295.52,10.12,61.09,49.79
104.32,86.29,28.71,79.41,57.17,9.7,20.45,15.91
1665.54,203.81,425.5,202.02,350.38,65.17,0.0,267.87
261.34,81.48,119.91,89.16,268.23,19.2,0.23,85.95
1538.49,554.25,259.1,79.85,275.98,38.52,90.54,95.99
5464.28,1782.38,625.81,1387.86,1555.57,78.33,329.83,781.41
441.41,171.8,100.16,23.39,120.93,8.27,29.7,30.67
62.17,45.18,22.25,26.77,48.13,7.49,0.11,10.49
678.47,112.4,200.06,180.48,467.53,24.61,9.52,74.42
2411.24,517.45,719.99,708.72,237.18,19.01,31.96,393.33
2105.94,2817.28,367.73,430.34,513.65,104.0,0.0,695.82
78.19,118.0,100.23,78.26,137.01,11.5,14.81,79.27
1327.64,322.99,487.46,177.68,250.32,41.85,46.51,38.46
611.32,226.03,143.58,112.03,144.51,18.31,5.14,84.22
674.14,161.08,162.55,150.19,385.05,7.31,0.0,99.85
5105.67,4124.8,734.68,1917.82,668.52,272.95,658.62,803.32
277.87,137.63,52.47,85.74,137.96,4.42,25.51,32.06
902.63,256.55,171.8,266.06,666.55,73.08,95.39,235.34
979.52,517.04,167.67,334.1,270.28,79.14,46.93,285.21
1078.76,569.06,264.66,374.85,317.31,48.28,0.0,261.55
367.41,220.18,187.61,291.7,473.54,19.4,39.09,147.6
385.3,735.32,357.42,441.02,577.18,43.65,110.15,82.18
546.78,198.37,116.36,248.47,382.94,35.6,5.28,37.1
610.04,406.82,249.45,151.28,234.65,20.27,63.13,102.99
352.72,284.99,152.57,108.1,353.49,44.29,17.6,29.05
720.2,755.86,374.03,384.2,1047.53,24.29,7.41,79.01
384.65,241.89,61.8,60.17,481.93,14.88,33.3,50.0
402.2,300.81,215.26,287.9,127.8,60.91,22.76,72.55
667.55,158.88,332.45,128.4,558.22,4.46,91.53,189.67
1546.46,500.47,836.5,736.9,602.55,20.63,290.82,210.95
474.4,220.52,161.64,129.92,311.59,18.98,55.59,186.68
211.79,82.79,82.91,19.98,133.71,2.13,26.01,53.02
2562.78,814.65,237.76,567.39,1468.44,45.51,7.36,424.9
524.26,56.0,188.86,118.13,235.22,18.19,0.0,93.95
585.5,199.36,103.4,251.63,86.51,2.11,41.39,118.89
138.5,367.02,128.26,69.22,234.65,1.64,0.0,100.54
1360.41,538.69,114.8,184.15,287.32,1.48,179.75,380.44
50.75,82.78,53.82,14.75,20.59,5.28,4.14,8.44
7798.17,2252.23,2134.45,3719.36,5791.6,58.43,308.6,585.59
1771.56,350.19,350.13,316.61,608.53,115.77,131.68,242.97
501.97,412.44,115.14,284.67,478.24,67.82,0.0,56.91
413.58,378.46,229.22,123.29,468.49,18.88,52.13,189.96
1080.34,268.4,84.78,183.98,207.79,24.81,0.0,98.89
999.63,153.39,373.69,460.91,620.14,45.19,43.98,288.54
701.08,647.37,582.26,109.76,842.51,39.6,197.04,39.83
981.52,480.97,293.06,202.27,335.64,42.8,112.5,344.54
1186.67,317.75,165.57,168.38,715.27,37.84,0.0,68.71
164.49,460.04,114.69,340.62,206.71,26.1,0.0,157.81
404.06,461.59,103.11,352.39,97.68,57.2,127.06,113.39
580.63,320.08,74.68,226.33,147.65,33.75,0.0,100.61
2288.85,833.45,655.87,521.2,857.13,109.51,0.0,60.31
1456.84,547.52,324.42,382.72,217.66,57.39,35.41,293.98
17.99,20.22,17.94,29.91,49.98,3.6,6.77,9.81
1568.75,737.69,224.8,138.39,131.29,84.05,159.87,60.94
1039.22,461.24,68.99,82.52,112.07,5.75,89.43,51.02
188.51,268.52,77.85,213.23,184.27,20.67,86.86,146.06
605.58,113.2,53.13,137.16,362.37,38.7,9.74,54.01
1325.29,1073.96,617.54,366.43,1740.65,44.58,92.89,242.78
1769.42,1114.89,214.33,669.37,835.55,75.12,178.2,134.72
618.51,91.57,38.06,44.96,134.98,35.53,5.78,31.2
1226.04,623.24,65.93,109.52,552.59,19.48,156.91,68.58
490.87,203.24,55.75,52.75,167.98,8.95,29.8,9.72
219.33,141.16,40.16,27.26,153.11,14.94,25.75,42.93
319.86,230.67,82.4,91.15,160.83,9.11,44.86,51.84
1644.86,668.8,218.91,423.2,797.9,39.25,140.52,248.33
1950.84,1319.1,97.55,290.82,408.1,81.8,156.03,251.27
1399.97,316.94,308.79,281.92,319.65,62.9,93.81,320.59
615.57,766.53,252.74,457.71,311.74,11.49,68.39,37.21
631.4,247.84,198.62,192.91,793.93,34.08,25.38,270.07
387.78,72.72,223.74,123.38,410.16,13.46,0.0,76.0
1253.23,131.85,375.06,212.71,471.08,25.88,71.03,74.62
1261.91,389.3,800.18,621.18,399.24,108.03,57.39,259.12
1086.76,674.21,347.45,293.39,288.73,55.63,179.99,295.12
1552.02,724.19,805.89,363.45,426.28,61.84,0.0,345.1
1163.86,490.31,252.75,243.2,429.68,10.07,0.0,103.75
1249.32,421.8,170.76,293.31,503.15,58.81,35.81,135.66
2276.45,765.51,341.18,384.05,966.55,17.44,240.13,343.82
895.52,236.01,162.99,78.38,254.32,44.91,81.02,194.22
100.31,106.56,35.91,110.54,211.34,18.26,33.56,88.8
997.58,500.77,246.95,114.46,427.83,11.39,0.0,54.96
334.34,305.59,47.87,112.73,243.35,23.85,23.96,40.34
163.86,149.66,45.94,159.94,187.84,13.29,64.8,88.97
771.04,151.54,113.02,159.61,374.47,0.77,52.19,148.06
264.96,64.22,56.08,112.51,163.48,25.78,53.57,55.38
641.2,437.17,148.92,39.47,483.82,1.63,0.0,64.48
151.94,45.54,35.61,14.28,61.02,10.49,0.0,9.73
738.07,469.91,159.72,310.62,425.18,36.5,85.39,146.85
694.82,591.57,170.27,90.27,136.61,27.49,8.81,19.06
311.32,180.87,160.94,43.64,201.65,0.45,5.58,29.0
1505.69,1054.81,217.36,128.97,193.18,20.84,48.0,111.9
1438.47,708.48,292.39,559.87,900.9,52.02,30.91,280.84
171.28,62.13,49.76,92.95,37.71,14.34,0.0,22.17
610.82,212.1,116.35,87.68,36.25,7.94,6.57,56.67
163.81,288.54,149.38,174.81,239.83,16.64,43.19,20.74
175.72,249.77,124.63,106.8,282.4,12.42,53.7,56.34
837.05,1084.88,215.55,76.07,720.26,22.79,250.8,144.63
395.34,343.03,204.93,164.52,141.06,33.46,83.92,30.41
449.08,166.59,45.75,184.86,371.75,14.55,4.97,50.14
107.96,63.7,24.91,19.49,38.73,2.17,3.34,38.72
1120.98,440.36,219.67,246.87,427.16,68.34,78.84,125.22
68.96,86.86,105.35,139.11,154.37,2.1,29.78,16.21
751.15,519.15,130.5,83.47,402.67,22.12,97.77,33.12
1117.17,454.38,243.29,156.18,629.79,0.45,108.37,218.02
3944.13,1819.4,299.85,219.66,1181.18,64.15,59.5,173.13
311.46,114.91,68.69,19.15,158.85,21.1,34.25,54.94
51.06,34.89,15.44,13.71,8.95,5.66,7.2,6.66
1067.36,486.11,284.49,229.74,345.92,25.84,56.34,59.46
2393.2,1960.73,710.48,1092.54,649.18,111.48,235.59,215.75
2262.51,1215.32,492.3,400.81,675.6,83.46,83.66,238.46
1243.59,164.89,171.94,167.62,207.7,43.15,60.76,77.62
606.03,177.53,67.56,126.11,315.4,17.1,15.03,60.28
1731.6,259.43,98.69,310.92,629.2,8.19,177.19,130.25
411.32,101.74,65.31,147.21,208.25,9.51,66.56,63.54
1368.73,659.22,117.25,153.03,453.51,15.62,13.7,214.05
1473.94,853.17,243.28,171.73,344.4,17.09,91.28,144.41
1120.13,620.38,191.53,405.45,541.39,123.77,31.1,99.18
7237.65,1529.25,1817.69,1484.59,2955.99,8.29,516.27,1615.73
1207.08,736.51,407.15,104.01,240.23,13.76,0.0,108.27
314.86,224.43,46.08,107.81,43.58,12.44,49.53,66.0
473.11,260.32,396.01,200.44,132.1,10.45,100.52,153.23
56.21,100.56,92.6,41.67,101.26,2.81,27.68,12.81
586.54,293.29,175.49,149.82,175.8,13.52,50.05,72.23
453.76,415.88,219.8,262.84,178.93,13.45,25.25,23.97
520.63,137.5,143.95,34.57,266.69,9.57,33.34,58.15
912.33,188.5,155.64,77.9,405.84,65.65,1.55,75.84
117.36,207.48,117.9,109.92,254.9,13.56,2.13,20.24
1405.25,509.03,432.63,270.45,903.44,2.61,111.73,268.04
537.2,557.25,168.2,164.37,488.31,47.45,56.99,227.92
601.18,678.15,261.55,246.8,97.59,39.63,0.0,131.42
170.78,167.14,216.59,219.12,278.43,42.57,44.17,129.44
875.92,444.69,276.06,201.29,576.83,58.06,94.37,185.0
1843.12,632.78,95.22,183.91,973.39,3.17,164.25,215.93
224.17,61.54,46.51,142.41,149.5,23.28,32.71,77.03
526.73,212.69,182.06,82.2,351.39,0.51,25.76,82.86
581.52,103.71,85.17,192.13,95.21,53.63,25.64,118.14
162.5,120.78,49.51,101.05,66.53,19.98,0.0,51.02
185.01,48.78,123.97,50.18,114.31,18.65,0.0,41.68
346.39,213.87,257.4,141.42,306.76,4.97,32.81,44.69
397.71,439.68,385.21,169.94,980.35,69.88,0.0,52.25
471.75,294.1,100.01,119.63,791.17,22.56,40.74,122.04
617.95,132.33,274.3,306.5,657.47,35.09,28.71,54.25
1583.51,848.44,586.85,117.14,267.52,7.63,76.57,124.26
654.2,363.08,155.59,135.49,449.26,7.69,30.48,67.02
458.48,276.28,378.89,336.93,450.06,73.15,0.0,302.08
379.87,364.83,207.67,169.98,238.11,45.87,50.75,38.22
1326.77,344.85,285.49,431.31,391.25,39.99,91.63,74.24
697.45,326.73,251.36,40.65,197.63,35.96,35.06,105.36
50.85,66.3,45.6,10.45,59.65,7.12,4.74,3.48
707.19,384.87,141.75,310.04,149.95,12.54,36.1,20.72
3786.39,563.89,355.15,255.26,658.63,44.6,113.41,280.2
1110.57,989.44,300.8,547.49,636.31,70.2,161.36,412.19
2200.34,801.64,715.84,680.94,1179.53,5.84,76.44,483.02
1091.61,1160.1,219.08,157.25,565.45,82.28,189.56,639.86
1106.95,221.09,217.35,157.63,525.27,3.9,60.87,158.75
692.69,279.72,203.31,263.69,390.97,15.96,46.08,297.03
491.42,244.04,64.66,183.82,258.02,10.23,64.61,37.6
815.99,202.55,214.07,79.45,278.17,24.35,8.24,68.3
670.03,436.55,227.45,193.22,429.8,15.54,115.51,161.63
2001.31,1016.42,309.34,542.86,645.78,108.49,35.7,96.91
729.99,389.2,211.89,191.87,259.98,21.25,0.0,107.11
634.28,217.97,221.9,160.74,220.16,8.28,36.04,21.39
236.13,193.43,297.58,129.96,182.76,16.38,84.35,227.85
1005.73,952.58,340.03,541.73,162.95,41.59,0.0,364.37
270.48,39.74,90.57,63.51,55.12,8.85,26.55,14.25
107.51,33.85,62.97,35.94,19.97,4.62,5.03,14.75
134.41,126.0,34.53,201.0,280.02,9.51,0.0,68.13
260.3,180.95,64.9,84.51,108.15,10.02,0.0,54.6
170.46,278.67,96.9,197.11,195.93,7.05,64.68,92.09
546.14,111.53,143.29,103.76,118.99,5.83,82.46,141.07
514.15,108.34,125.06,55.43,331.02,8.75,32.31,138.56
2073.48,1763.24,698.59,755.17,1818.73,72.18,143.7,566.16
546.19,461.56,292.41,136.71,298.1,70.23,0.0,104.9
1391.88,166.46,148.2,291.43,517.49,63.2,121.65,120.25
303.76,302.48,212.62,503.54,740.66,110.48,212.67,106.6
95.25,49.77,64.99,43.83,27.04,20.37,23.74,27.96
944.36,655.64,685.35,334.05,1012.45,56.26,234.86,66.18
373.86,545.09,173.55,207.76,185.73,10.92,65.9,92.15
805.72,903.65,484.72,148.51,801.89,3.01,144.09,443.6
375.37,269.85,40.17,63.0,30.29,16.21,24.88,29.91
107.76,110.34,95.49,72.03,25.86,1.43,8.26,19.53
1609.68,918.36,253.56,385.97,200.66,80.9,0.0,172.09
1348.02,750.24,90.56,337.26,313.36,25.67,140.25,91.29
205.19,89.62,46.62,111.06,206.66,9.93,12.96,32.87
149.95,176.13,91.07,67.42,188.36,2.19,7.44,24.8
1188.54,1124.22,489.83,613.25,1026.68,149.63,0.0,271.56
306.79,35.4,73.91,127.8,36.53,16.38,0.0,85.95
3021.07,1937.2,378.18,538.81,1750.19,71.83,339.52,448.92
266.72,72.3,112.2,62.78,141.13,0.8,38.7,77.21
863.41,782.94,464.35,306.38,512.59,54.09,64.92,182.81
